"DisNo.","Historic","Classification Key","Disaster Group","Disaster Subgroup","Disaster Type","Disaster Subtype","","Event Name","ISO","Country","Subregion","Region","Location","Origin","Associated Types","OFDA/BHA Response","Appeal","Declaration","AID Contribution ('000 US$)","Magnitude","Magnitude Scale","Latitude","Longitude","River Basin","Start Year","Start Month","Start Day","End Year","End Month","End Day","Total Deaths","No. Injured","No. Affected","No. Homeless","Total Affected","Total Damage ('000 US$)","Total Damage, Adjusted ('000 US$)","Entry Date","Last Update"
"2019-0419-VNM","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","VNM","Viet Nam","South-eastern Asia","Asia","Quang Binh, Ha Tinh and Lao Cai provinces.","Tropical Storm PODUL and Tropical Depression KAJIKI's","","No","No","No","","","Km2","","","","2019","9","11","2019","9","11","10","","36450","","36450","13000","15494","2019-09-20","2023-09-25"
"2019-0434-PHL","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Tropical cyclone 'Podul'","PHL","Philippines","South-eastern Asia","Asia","Aurora Province","","","No","No","No","","","Kph","","","","2019","8","27","2019","8","28","2","2","61500","","61502","","","2019-09-20","2023-09-25"
"2019-0451-IDN","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement","","","IDN","Indonesia","South-eastern Asia","Asia","Ambon, Nusaniwe, Sirimau, Baguala, Teluk ambon, Leitimur Selatan distrcits (Maluku Province)","","","No","No","Yes","","6.5","Moment Magnitude","-3.45","128.347","","2019","9","26","2019","9","26","31","179","247239","","247418","","","2019-09-30","2023-09-25"
"2019-0482-VNM","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","VNM","Viet Nam","South-eastern Asia","Asia","Nghe An, Bình Dinh, Hà Tinh Provinces","Heavy rains","Slide (land, mud, snow, rock)","No","No","No","","","Km2","","","","2019","10","15","2019","10","22","3","5","26250","","26255","","","2019-10-22","2023-09-25"
"2019-0489-PHL","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement","","","PHL","Philippines","South-eastern Asia","Asia","North Cotabato Province (Mindanao Island)","","","No","No","No","","6.4","Moment Magnitude","6.714","125.009","","2019","10","16","2019","10","16","7","215","3068","","3283","","","2019-10-22","2023-09-25"
"2019-0522-PHL","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement","","","PHL","Philippines","South-eastern Asia","Asia","Davao del Sur and South Cotabato provinces; North Cotabato Province (Mindanao Island)","","","No","No","No","","6.6","Moment Magnitude","6.754","124.985","","2019","10","29","2019","10","29","10","395","25630","","26025","","","2019-10-29","2023-09-25"
"2019-0523-IDN","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","IDN","Indonesia","South-eastern Asia","Asia","North Sumatra, and Aceh provinces (Sumatra Island)","","","No","No","No","","","Km2","","","","2019","10","26","2019","10","27","","","9435","","9435","","","2019-10-29","2023-09-25"
"2019-0523-MYS","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","MYS","Malaysia","South-eastern Asia","Asia","Peninsular malaysia","","","No","No","No","","","Km2","","","","2019","10","26","2019","10","27","","","2412","","2412","","","2019-10-29","2023-09-25"
"2019-0529-PHL","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement","","","PHL","Philippines","South-eastern Asia","Asia","Cotabato Province","","","No","No","No","","6.5","Moment Magnitude","6.905","125.187","","2019","10","31","2019","10","31","23","417","260286","","260703","","","2019-11-04","2023-09-25"
"2019-0534-VNM","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Typhoon 'Matmo'","VNM","Viet Nam","South-eastern Asia","Asia","Quang Ngai, Binh Dinh, Phu Yen, Gia Lai, Thua Thien Hue province ","","Flood|Slide (land, mud, snow, rock)","No","No","No","","","Kph","","","","2019","11","3","2019","11","3","1","14","20000","","20014","","","2019-11-05","2023-09-25"
"2019-0541-PHL","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Tropical cyclone 'Kalmaegi' (Ramon)","PHL","Philippines","South-eastern Asia","Asia","Romblon Province (Mimaropa region), Camarines Sur Province (Bicol Region)","","Flood|Slide (land, mud, snow, rock)","No","No","No","","110","Kph","","","","2019","11","17","2019","11","17","","","3000","","3000","","","2019-11-19","2023-09-25"
"2019-0549-PHL","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Tropical cyclone 'Nakri'","PHL","Philippines","South-eastern Asia","Asia","Cagayan province, north Luzon Island","","","No","No","No","","","Kph","","","","2019","11","10","2019","11","10","19","3","670","","673","36000","42906","2019-11-19","2023-09-25"
"2019-0549-VNM","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Tropical cyclone 'Nakri'","VNM","Viet Nam","South-eastern Asia","Asia","Phu Yen, Binh Dinh Provinces","","Flood","No","No","No","","","Kph","","","","2019","11","12","2019","11","13","3","","2150","","2150","4000","4767","2019-11-19","2023-09-25"
"2019-0573-PHL","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Tropical cyclone 'Kammuri' (Tisoy)","PHL","Philippines","South-eastern Asia","Asia","Aurora, Pampanga, Bataan, Bulacan, Zambales (Region III); Batangas, Cavite, Laguna, Quezon (Calanarzon); Marinduqe, Oriental Mindoro, Occidental Mindoro, Romblon (Mimaropa); Albay, Camarines Norte, Camarines Sur, Catanduanes, Masbate, Sorgoson (Region V); Northern Samar, Eastern Samar, Western Samar, (Region VIII); Surigao del Sur (Caraga); Mountain province (CAR)","","","No","No","Yes","","210","Kph","","","","2019","12","2","2019","12","3","4","318","2305075","342165","2647558","109151","130090","2019-12-04","2023-09-25"
"2019-0578-MYS","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","MYS","Malaysia","South-eastern Asia","Asia","Johor state; Kota Bharu, Pasir Mas, Tumpat, Bachok, Tanah Merah, Pasir Puteh, Kuala Krai, Machang, Jeli districts (Kelantan state); Pahang state; Marang, Dungun, Kemaman, Hulu Terengganu, Setiu, Besut, Kuala Nerus districts (Terengganu state)","Heavy rains","","No","No","No","","38171.31","Km2","4.415","102.584","","2019","11","30","2019","12","6","2","","15000","","15000","","","2019-12-04","2023-09-25"
"2019-0619-PHL","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement","","","PHL","Philippines","South-eastern Asia","Asia","Davao del Sur Province (Davao Region, Mindanao Island)","","","No","No","No","","6.8","Moment Magnitude","6.708","125.188","","2019","12","15","2019","12","15","14","210","394355","","394565","","","2019-12-16","2023-09-25"
"2019-0620-IDN","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","","","IDN","Indonesia","South-eastern Asia","Asia","South Solok Regency (west Sumatra), Sigi Regency (central Sulawesi)","","","No","No","No","","","Km2","","","","2019","12","12","2019","12","17","14","","5000","","5000","","","2019-12-16","2023-09-25"
"2019-0631-MYS","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","MYS","Malaysia","South-eastern Asia","Asia","Terengganu, Kelantan","Heavy rains","","No","No","No","","","Km2","","","Kuala Ping, Sungai Nerus( in Kampung Langkap), Sungai Setiu (in Kampung Besut) and Sungai Dungun (in Kuala Jengai)","2019","12","18","2019","12","19","","","4065","","4065","","","2019-12-23","2023-09-25"
"2019-0632-IDN","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","","","IDN","Indonesia","South-eastern Asia","Asia","Labuhanbatu Utara districts (North Sumatra); Saling,Talang Datuk, Talang Tinggi and Lunjuk sub-districts (Bengkulu province); Jakarta, Bekasi, Bogor, Depok in West Java district; Banten Province","","Slide (land, mud, snow, rock)","No","No","No","","24986.75","Km2","-6.533","107.508","","2019","12","31","2020","1","3","66","110","501000","","501110","1200000","1430203","2020-01-02","2023-09-25"
"2019-0634-PHL","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Tropical cyclone 'Phanfone' (Ursula)","PHL","Philippines","South-eastern Asia","Asia","Salcedo, Eastern Samar; Tacloban City, Leyte; Gigantes Islands, Carles, Iloilo; Ibajay, Aklan; Semirara Island, Caluya, Antique; Bulalacao, Oriental Mindoro; Cabucgayan, Biliran; Cagayan Valley, Cordillera Administrative Region","","Flood|Slide (land, mud, snow, rock)","No","No","No","","150","Kph","","","","2019","12","24","2019","12","28","63","369","3296877","","3297246","15722","18738","2020-01-03","2023-09-25"
"2019-0646-IDN","No","nat-cli-wil-wil","Natural","Climatological","Wildfire","Wildfire (General)","","","IDN","Indonesia","South-eastern Asia","Asia","Riau, Jambi, South Sumatera, West Kalimantan, Central Kalimantan, South Kalimantan","","Pollution","No","No","Yes","","","Km2","","","","2019","2","","2019","9","","","","","","","","","2020-01-10","2023-09-25"
"2019-0657-IDN","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","IDN","Indonesia","South-eastern Asia","Asia","Rokan Hulu, Kampar, Pelalawan, Kuantan Singingi, Indragiri Hulu and Rokan Hilir districts (Riau province)","","Slide (land, mud, snow, rock)","No","No","Yes","","","Km2","","","","2019","12","19","2019","12","21","6","","60000","","60000","","","2020-01-22","2023-09-25"
"2019-9137-PHL","No","nat-cli-dro-dro","Natural","Climatological","Drought","Drought","","","PHL","Philippines","South-eastern Asia","Asia","MIMAROPA Region, Region IX, Region XII, BARMM, Metro Manilla","El Nino","","No","No","Yes","","","Km2","","","","2019","3","","2019","4","","","","16000","","16000","25600","30511","2019-04-01","2023-09-25"
"2019-9359-LAO","No","nat-cli-dro-dro","Natural","Climatological","Drought","Drought","","","LAO","Lao People's Democratic Republic","South-eastern Asia","Asia","","","","No","No","No","","","Km2","","","","2019","7","","2019","7","","","","","","","","","2019-07-23","2023-09-25"
"2019-9359-THA","No","nat-cli-dro-dro","Natural","Climatological","Drought","Drought","","","THA","Thailand","South-eastern Asia","Asia","North, Northeastern, Central Plains","","","No","No","Yes","","","Km2","","","","2019","7","","2020","2","","","","","","","","","2019-07-23","2024-04-10"
"2019-9359-VNM","No","nat-cli-dro-dro","Natural","Climatological","Drought","Drought","","","VNM","Viet Nam","South-eastern Asia","Asia","Long An, Tien Giang, Ben Tre, Dong Thap, Vinh Long, Tra Vinh, Soc Trang, An Giang, Kien Giang, Hau Giang, Bac Lieu, Ca Mau, Can Tho city","","","No","No","No","","","Km2","","","","2019","7","","2020","2","","","","685558","","685558","","","2019-07-23","2023-09-25"
"2020-0008-PHL","No","nat-geo-vol-ash","Natural","Geophysical","Volcanic activity","Ash fall","","Taal volcano","PHL","Philippines","South-eastern Asia","Asia","Batangas, Cavite, Laguna, Quezon provinces (Calabarzon Region) ","","","No","No","No","","","","","","","2020","1","12","2020","1","22","1","","736802","","736802","66000","77703","2020-01-13","2023-09-25"
"2020-0014-IDN","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","IDN","Indonesia","South-eastern Asia","Asia","Samarinda City (East Kalimantan Province, Borneo Island)","Heavy rains","","No","No","No","","","Km2","","","","2020","1","14","2020","1","15","","","7213","","7213","","","2020-01-16","2024-04-12"
"2020-0018-IDN","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","","","IDN","Indonesia","South-eastern Asia","Asia","Kaur Regency (western Bengkulu Province, Sumatra Isl.)","","Collapse","No","No","No","","","Km2","","","","2020","1","19","2020","1","22","10","","","","","","","2020-01-22","2023-09-25"
"2020-0033-IDN","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","IDN","Indonesia","South-eastern Asia","Asia","Sumedang Regency, Bandung District (West Java); Bojonegoro Regency (East Java)","","","No","No","No","","","Km2","","","","2020","1","23","2020","1","28","10","","75000","","75000","","","2020-01-27","2023-09-25"
"2020-0036-IDN","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","IDN","Indonesia","South-eastern Asia","Asia","Central Tapanuli Regency (North Sumatra Province)","Heavy rains","","No","No","Yes","","","Km2","","","","2020","1","28","2020","1","29","9","22","2100","","2122","","","2020-01-29","2024-04-12"
"2020-0052-IDN","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","","","IDN","Indonesia","South-eastern Asia","Asia","Musi Rawas Regency (South Sumatra Province); Jakarta Province","Heavy rains","","No","No","No","","","Km2","","","Ciliwung, Sunter, Buaran, Batang Maek, Batang Kasok, and Batang Samo rivers","2020","2","11","2020","2","11","","","10905","","10905","","","2020-02-11","2023-09-25"
"2020-0059-IDN","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","IDN","Indonesia","South-eastern Asia","Asia","Lima Puluh Kota Regency (West Sumatra Province), West Bandung Regency (West Java) ; Pasaman and Solok Regencies","Heavy rains","Slide (land, mud, snow, rock)","No","No","No","","","Km2","","","","2020","2","13","2020","2","26","6","","115000","","115000","10000","11773","2020-02-13","2023-09-25"
"2020-0068-IDN","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","IDN","Indonesia","South-eastern Asia","Asia","East Jakarta, North Jakarta, Karawang, West Jakarta,Tangerang City, Bekasi province","Heavy rains","","No","No","No","","","Km2","","","","2020","2","26","2020","2","28","10","","112000","","112000","","","2020-02-28","2023-09-25"
"2020-0086-IDN","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","","","IDN","Indonesia","South-eastern Asia","Asia","North Bolaang Mongondow Regency, Poso city, Sangkub, Bintauna, West Bolangitang, East Bolangitang Districts (Central, North Sulawesi provinces) ","Heavy rains","","No","No","No","","","Km2","","","","2020","3","4","2020","3","6","2","","40000","","40000","7200","8477","2020-03-06","2023-09-25"
"2020-0088-VNM","No","nat-met-sto-ext","Natural","Meteorological","Storm","Extra-tropical storm","","","VNM","Viet Nam","South-eastern Asia","Asia","Yen Bai, Ha Giang, Tuyen Quang, Lai Chau, Lao Cai, Cao Bang, Son La. provinces","","Flood|Lightening","No","No","No","","","Kph","20.691","105.183","","2020","3","2","2020","3","10","5","17","4635","","4652","1500","1766","2020-03-09","2024-04-12"
"2020-0115-IDN","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","IDN","Indonesia","South-eastern Asia","Asia","Dayeuhkolot, Baleendah, Bojongsoang, Katapang, Soreang, Banjaran, and Majalaya sub-districts (Bandung district, West Java) – with up to 3 meters (9.8 feet) of floodwaters. At least 9,659 homes and 74 other public facilities were flooded during the event. Wide swaths of infrastructure were also affected.","Heavy rains","","No","No","No","","","Km2","","","","2020","3","20","2020","3","21","","","84609","","84609","","","2020-03-26","2024-04-12"
"2020-0121-IDN","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","IDN","Indonesia","South-eastern Asia","Asia","Dayuehkolot, Baleendah, Bandung, Bogor Regencies , West Java Island (West Java Province)","Heavy rains","","No","No","No","","","Km2","","","","2020","3","29","2020","4","1","1","","56488","","56488","","","2020-04-01","2024-04-12"
"2020-0131-TLS","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","","","TLS","Timor-Leste","South-eastern Asia","Asia","Cristo Rei, Nain Feto, Dom Aleixo, and Vera Cruz (Dili municipality)","Heavy rains","","No","No","No","","","Km2","","","","2020","3","13","2020","3","13","3","7","9124","","9131","20000","23546","2020-04-03","2023-09-25"
"2020-0134-IDN","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","","","IDN","Indonesia","South-eastern Asia","Asia","Tana Toraja Regency (South Sulawesi Province); East Kalimantan; West Sumatra","Heavy rains","Slide (land, mud, snow, rock)","No","No","No","","","Km2","","","","2020","4","4","2020","4","5","4","","100","","100","","","2020-04-06","2023-09-25"
"2020-0144-IDN","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","","","IDN","Indonesia","South-eastern Asia","Asia","Lamongan District (East Java Regency) ","Heavy rains","","No","No","No","","","Km2","","","","2020","4","9","2020","4","16","","","25000","","25000","","","2020-04-16","2023-09-25"
"2020-0151-IDN","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","IDN","Indonesia","South-eastern Asia","Asia","Dayeuhkolot, Baleendah, Bojongsoang districts (Bandung Regency ,West Java Province)","Heavy rains","","No","No","No","","","Km2","","","","2020","4","30","2020","5","5","2","","110000","","110000","","","2020-05-05","2023-09-25"
"2020-0160-MYS","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","MYS","Malaysia","South-eastern Asia","Asia","Sarawak State (north-west Borneo Island)","Heavy rains","Slide (land, mud, snow, rock)","No","No","No","","","Km2","","","Rajang River","2020","4","25","2020","4","29","","","2000","","2000","","","2020-05-06","2024-04-12"
